/Fee Exempt,2200,West Liberty Avenue,Pittsburgh,PA,15226,2022-12-13,12:20:00,13:30:00,Pittsburgh-119,2,Reispt,Reinspection,2,,1
202212060002,202212120001,1,Inspected & Permitted,Fair Oaks Senior Living,2021-10-01,305,Personal Care Boarding Home/Fee Exempt,2200,West Liberty Avenue,Pittsburgh,PA,15226,2022-12-06,09:45:00,13:00:00,Pittsburgh-119,1,Ini,Initial,1,2022-12-13,1
202212120004,202212120004,1,Inspected & Permitted,Christian James Restaurant,2022-12-12,201,Restaurant with Liquor,453,Boulevard of the Allies,Pittsburgh,PA,15219,2022-12-12,10:30:00,12:15:00,Pittsburgh-101,4,New Fac,New Facility,2,,1
202212130010,202212130001,1,Inspected & Permitted,Wigle Whiskey Distillery & Tasting Room,2022-12-13,201,Restaurant with Liquor,2401,Smallman Street,Pittsburgh,PA,15222,2022-12-13,11:30:00,12:55:00,Pittsburgh-102,4,New Fac,New Facility,2,,1
202212140002,202212140001,1,Inspected & Permitted,Hyeholde Restaurant,2022-12-14,201,Restaurant with Liquor,1516,Coraopolis Heights  Road,Coraopolis,PA,15108,2022-12-14,14:00:00,15:15:00,Moon,4,New Fac,New Facility,2,,1
202301190019,202212140001,1,Inspected & Permitted,Hyeholde Restaurant,2022-12-14,201,Restaurant with Liquor,1516,Coraopolis Heights  Road,Coraopolis,PA,15108,2023-01-19,14:40:00,15:50:00,Moon,1,Ini,Initial,2,,1
202301200023,202212150002,1,Inspected & Permitted,Nandhu’s Kitchen,2022-12-15,100,Caterer,3042,Highpoint  Drive,Mc Donald,PA,15057,2023-01-20,15:50:00,16:25:00,South Fayette,1,Ini,Initial,2,,1
202212150008,202212150002,1,Inspected & Permitted,Nandhu’s Kitchen,2022-12-15,100,Caterer,3042,Highpoint  Drive,Mc Donald,PA,15057,2022-12-15,10:55:00,12:25:00,South Fayette,4,New Fac,New Facility,2,,1
202212200017,202212200003,1,Inspected & Permitted,Ineffable Ca Phe Food Truck (ZVK-9459) MFF4,2022-12-20,123,Mobile - Tier II ( Prepared Foods),3920,Penn  Avenue,Pittsburgh,PA,15224,2022-12-20,14:10:00,15:20:00,Pittsburgh-106,4,New Fac,New Facility,0,,1
202212210008,202212210003,1,Inspected & Permitted,Puttery,2022-12-21,202,Chain Restaurant with Liquor,1415,Smallman Street,Pittsburgh,PA,15222,2022-12-21,11:00:00,13:00:00,Pittsburgh-102,4,New Fac,New Facility,2,,1
202212210017,202212210006,1,Inspected & Permitted,Al's Fish & Chicken,2022-12-21,212,Chain Restaurant without Liquor,1860,Centre Avenue,Pittsburgh,PA,15219,2022-12-21,13:30:00,16:00:00,Pittsburgh-105,1,Ini,Initial,1,2023-01-04,1
202301110016,202212210006,1,Inspected & Permitted,Al's Fish & Chicken,2022-12-21,212,Chain Restaurant without Liquor,1860,Centre Avenue,Pittsburgh,PA,15219,2023-01-11,12:00:00,12:45:00,Pittsburgh-105,2,Reispt,Reinspection,2,,1
202212220003,202212220001,1,Inspected & Permitted,Round the Corner Eatery & Pizzeria,2022-12-22,211,Restaurant without Liquor,2033,Saxonburg Boulevard,Tarentum,PA,15084,2022-12-22,10:00:00,00:15:00,West Deer,4,New Fac,New Facility,2,,1
202212270003,202212270001,1,Inspected & Permitted,Gari Shoyu Sando Co.,2022-12-27,101,Transient Caterer,800,Mount Royal Boulevard,Pittsburgh,PA,15223,2022-12-27,10:30:00,11:30:00,Shaler,4,New Fac,New Facility,2,,1
202212270014,202212270004,4,Inspected/Permit denied,UPMC Matilda Theiss Therapeutic Nursery & Preschool,2022-12-27,403,Child Food Service,2400,Carson Street,Pittsburgh,PA,15203,2022-12-27,14:20:00,16:30:00,Pittsburgh-116,50,Cnslt,Consultation,3,,1
202301030007,202212270004,1,Inspected & Permitted,UPMC Matilda Theiss Therapeutic Nursery & Preschool,2022-12-27,403,Child Food Service,2400,Carson Street,Pittsburgh,PA,15203,2022-12-30,13:10:00,13:30:00,Pittsburgh-116,4,New Fac,New Facility,2,,1
202301300029,202212270004,1,Inspected & Permitted,UPMC Matilda Theiss Therapeutic Nursery & Preschool,2022-12-27,403,Child Food Service,2400,Carson Street,Pittsburgh,PA,15203,2023-01-30,15:00:00,15:55:00,Pittsburgh-116,1,Ini,Initial,2,,1
202212280006,202212280002,1,Inspected & Permitted,Jmekya,2022-12-28,211,Restaurant without Liquor,238,Crafton Ingram Shopping Center,Pittsburgh,PA,15205,2022-12-28,10:00:00,11:00:00,Ingram,4,New Fac,New Facility,2,,1
202301030031,202301030003,1,Inspected & Permitted,Shellingz Banquet Hall,2023-01-03,203,Banquet Hall,8023,Bennett Street,Pittsburgh,PA,15221,2023-01-03,10:50:00,10:50:00,Pittsburgh-113,4,New Fac,New Facility,0,,1
202301040001,202301030003,1,Inspected & Permitted,Shellingz Banquet Hall,2023-01-03,203,Banquet Hall,8023,Bennett Street,Pittsburgh,PA,15221,2023-01-03,10:50:00,13:20:00,Pittsburgh-113,4,New Fac,New Facility,2,,1
202301040018,202301040004,1,Inspected & Permitted,JJ Panda,2023-01-04,211,Restaurant without Liquor,1701,Duncan Avenue,Allison Park,PA,15101,2023-01-04,10:45:00,12:30:00,McCandless,4,New Fac,New Facility,2,,1
202302280011,202301040004,1,Inspected & Permitted,JJ Panda,2023-01-04,211,Restaurant without Liquor,1701,Duncan Avenue,Allison Park,PA,15101,2023-02-28,13:15:00,14:05:00,McCandless,1,Ini,Initial,2,,1
202301060017,202301040007,1,Inspected & Permitted,Hurd’s Greenock Deli,2022-12-15,211,Restaurant without Liquor,1127 ,Greenock Buena Vista Road,Mc Keesport,PA,15135,2023-01-06,14:00:00,15:00:00,Elizabeth Township,2,Reispt,Reinspection,2,,1
202301040027,202301040007,4,Inspected/Permit denied,Hurd’s Greenock Deli,2022-12-15,211,Restaurant without Liquor,1127 ,Greenock Buena Vista Road,Mc Keesport,PA,15135,2023-01-04,13:30:00,15:15:00,Elizabeth Township,4,New Fac,New Facility,1,2023-01-18,1
202301060009,202301060003,1,Inspected & Permitted,Guckenheimer Cafe @ Duolingo,2023-01-06,212,Chain Restaurant without Liquor,141,St. Clair Street,Pittsburgh,PA,15206,2023-01-06,11:00:00,13:00:00,Pittsburgh-108,4,New Fac,New Facility,2,,1
202301200001,202301100002,1,Inspected & Permitted,SpringHill Suites Southside Works Rooms,2023-01-09,303,Rooming House with Guest food Service,2950,Water  Street,Pittsburgh,PA,15203,2023-01-20,08:40:00,21:40:00,Pittsburgh-116,1,Ini,Initial,2,,1
202301130005,202301130004,1,Inspected & Permitted,Bob's Subs / Donut Connection,2023-01-13,212,Chain Restaurant without Liquor,5004,Route 8,Gibsonia,PA,15044,2023-01-13,12:35:00,14:20:00,Hampton,5,"Ini, New Fac","Initial, New Facility",1,2023-01-27,1
202301300024,202301130004,1,Inspected & Permitted,Bob's Subs / Donut Connection,2023-01-13,212,Chain Restaurant without Liquor,5004,Route 8,Gibsonia,PA,15044,2023-01-30,14:25:00,14:45:00,Hampton,2,Reispt,Reinspection,2,,1
202303150004,202301170002,1,Inspected & Permitted,Produce Plus,2023-01-17,211,Restaurant without Liquor,471,Lincoln Avenue,Pittsburgh,PA,15202,2023-03-15,11:15:00,11:50:00,Bellevue,8,Comp,Complaint,1,2023-04-17,1
202301170011,202301170002,1,Inspected & Permitted,Produce Plus,2023-01-17,211,Restaurant without Liquor,471,Lincoln Avenue,Pittsburgh,PA,15202,2023-01-17,12:55:00,14:20:00,Bellevue,5,"Ini, New Fac","Initial, New Facility",2,,1
202303150010,202301180001,1,Inspected & Permitted,Indian Masala House,2023-01-18,211,Restaurant without Liquor,531,Lincoln Avenue,Pittsburgh,PA,15202,2023-03-15,11:55:00,12:45:00,Bellevue,1,Ini,Initial,2,,1
202301180003,202301180001,1,Inspected & Permitted,Indian Masala House,2023-01-18,211,Restaurant without Liquor,531,Lincoln Avenue,Pittsburgh,PA,15202,2023-01-18,10:25:00,11:40:00,Bellevue,4,New Fac,New Facility,2,,1
202301190010,202301180004,1,Inspected & Permitted,Famous Cafe,2023-01-19,211,Restaurant without Liquor,1103,Braddock Avenue,Pittsburgh,PA,15218,2023-01-19,13:00:00,13:45:00,Edgewood,1,Ini,Initial,2,,1
